,index,method,dataset,model_name,backbone,width_mult,depth_mult,scenario,B,P,num_states,budget,acc@1,acc@5,acc1_std,acc5_std
574,682,mobil,imagenet_fauna,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,10,7,6000000.0,55.1,78.60000000000001,,
575,683,mobil,imagenet_fauna,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,15,5,6000000.0,55.00000000000001,78.0,,
576,684,mobil,imagenet_fauna,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,5,5,20,1500000.0,13.900000000000002,40.1,,
577,685,mobil,imagenet_fauna,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,10,10,10,1500000.0,25.9,56.7,,
578,686,mobil,imagenet_fauna,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,25,25,4,1500000.0,42.6,71.7,,
579,687,mobil,imagenet_fauna,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,6,11,1500000.0,50.1,75.9,,
580,688,mobil,imagenet_fauna,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,10,7,1500000.0,46.8,73.3,,
581,689,mobil,imagenet_fauna,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,15,5,1500000.0,51.1,76.5,,
582,690,mobil,imagenet_fauna,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,5,5,20,3000000.0,18.9,48.6,,
583,691,mobil,imagenet_fauna,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,10,10,10,3000000.0,37.9,69.19999999999999,,
584,692,mobil,imagenet_fauna,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,25,25,4,3000000.0,46.5,74.1,,
585,693,mobil,imagenet_fauna,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,6,11,3000000.0,54.8,78.9,,
586,694,mobil,imagenet_fauna,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,10,7,3000000.0,55.900000000000006,79.2,,
587,695,mobil,imagenet_fauna,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,15,5,3000000.0,54.7,78.2,,
588,696,mobil,imagenet_fauna,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,5,5,20,6000000.0,29.5,61.2,,
589,697,mobil,imagenet_fauna,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,10,10,10,6000000.0,38.1,69.69999999999999,,
590,698,mobil,imagenet_fauna,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,25,25,4,6000000.0,48.1,75.8,,
591,699,mobil,imagenet_fauna,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,6,11,6000000.0,53.7,78.4,,
592,700,mobil,imagenet_fauna,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,10,7,6000000.0,54.6,79.3,,
593,701,mobil,imagenet_fauna,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,15,5,6000000.0,54.6,78.9,,
594,702,mobil,imagenet_flora,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,5,5,20,1500000.0,20.8,54.2,,
595,703,mobil,imagenet_flora,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,10,10,10,1500000.0,33.0,66.60000000000001,,
596,704,mobil,imagenet_flora,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,25,25,4,1500000.0,48.9,77.0,,
597,705,mobil,imagenet_flora,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,6,11,1500000.0,56.10000000000001,80.5,,
598,706,mobil,imagenet_flora,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,10,7,1500000.0,56.3,80.4,,
599,707,mobil,imagenet_flora,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,15,5,1500000.0,56.39999999999999,80.9,,
600,708,mobil,imagenet_flora,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,5,5,20,3000000.0,22.2,55.7,,
601,709,mobil,imagenet_flora,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,10,10,10,3000000.0,34.0,67.5,,
602,710,mobil,imagenet_flora,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,25,25,4,3000000.0,53.1,78.9,,
603,711,mobil,imagenet_flora,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,6,11,3000000.0,57.9,81.8,,
604,712,mobil,imagenet_flora,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,10,7,3000000.0,57.49999999999999,81.10000000000001,,
605,713,mobil,imagenet_flora,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,15,5,3000000.0,59.2,82.3,,
606,714,mobil,imagenet_flora,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,5,5,20,6000000.0,37.1,68.0,,
607,715,mobil,imagenet_flora,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,10,10,10,6000000.0,49.4,77.9,,
608,716,mobil,imagenet_flora,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,25,25,4,6000000.0,57.2,81.5,,
609,717,mobil,imagenet_flora,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,6,11,6000000.0,60.5,82.8,,
610,718,mobil,imagenet_flora,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,10,7,6000000.0,60.8,83.1,,
611,719,mobil,imagenet_flora,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,15,5,6000000.0,60.9,83.1,,
612,720,mobil,imagenet_flora,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,5,5,20,1500000.0,33.800000000000004,66.9,,
613,721,mobil,imagenet_flora,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,10,10,10,1500000.0,42.8,73.8,,
614,722,mobil,imagenet_flora,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,25,25,4,1500000.0,53.3,78.60000000000001,,
615,723,mobil,imagenet_flora,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,6,11,1500000.0,57.6,80.80000000000001,,
616,724,mobil,imagenet_flora,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,10,7,1500000.0,55.900000000000006,80.0,,
617,725,mobil,imagenet_flora,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,15,5,1500000.0,57.6,81.39999999999999,,
618,726,mobil,imagenet_flora,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,5,5,20,3000000.0,37.4,69.6,,
619,727,mobil,imagenet_flora,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,10,10,10,3000000.0,47.3,76.6,,
620,728,mobil,imagenet_flora,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,25,25,4,3000000.0,54.900000000000006,79.60000000000001,,
621,729,mobil,imagenet_flora,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,6,11,3000000.0,58.1,81.39999999999999,,
622,730,mobil,imagenet_flora,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,10,7,3000000.0,57.4,81.2,,
623,731,mobil,imagenet_flora,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,15,5,3000000.0,57.6,80.5,,
624,732,mobil,imagenet_flora,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,5,5,20,6000000.0,42.9,74.3,,
625,733,mobil,imagenet_flora,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,10,10,10,6000000.0,48.6,78.3,,
626,734,mobil,imagenet_flora,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,25,25,4,6000000.0,56.99999999999999,81.3,,
627,735,mobil,imagenet_flora,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,6,11,6000000.0,58.4,82.1,,
628,736,mobil,imagenet_flora,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,10,7,6000000.0,59.2,81.8,,
629,737,mobil,imagenet_flora,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,15,5,6000000.0,59.9,82.3,,
630,738,mobil,imagenet_flora,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,5,5,20,1500000.0,24.6,58.4,,
631,739,mobil,imagenet_flora,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,10,10,10,1500000.0,38.5,71.8,,
632,740,mobil,imagenet_flora,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,25,25,4,1500000.0,49.3,77.2,,
633,741,mobil,imagenet_flora,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,6,11,1500000.0,56.49999999999999,80.80000000000001,,
634,742,mobil,imagenet_flora,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,10,7,1500000.0,55.00000000000001,80.0,,
635,743,mobil,imagenet_flora,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,15,5,1500000.0,56.00000000000001,80.4,,
636,744,mobil,imagenet_flora,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,5,5,20,3000000.0,30.1,62.7,,
637,745,mobil,imagenet_flora,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,10,10,10,3000000.0,48.3,78.0,,
638,746,mobil,imagenet_flora,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,25,25,4,3000000.0,55.7,80.60000000000001,,
639,747,mobil,imagenet_flora,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,6,11,3000000.0,59.7,82.6,,
640,748,mobil,imagenet_flora,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,10,7,3000000.0,59.9,82.39999999999999,,
641,749,mobil,imagenet_flora,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,15,5,3000000.0,60.0,83.1,,
642,750,mobil,imagenet_flora,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,5,5,20,6000000.0,40.8,73.0,,
643,751,mobil,imagenet_flora,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,10,10,10,6000000.0,48.3,78.7,,
644,752,mobil,imagenet_flora,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,25,25,4,6000000.0,55.1,81.39999999999999,,
645,753,mobil,imagenet_flora,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,6,11,6000000.0,59.4,82.5,,
646,754,mobil,imagenet_flora,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,10,7,6000000.0,60.1,82.89999999999999,,
647,755,mobil,imagenet_flora,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,15,5,6000000.0,59.9,83.39999999999999,,
648,756,mobil,imagenet_food,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,5,5,20,1500000.0,11.3,36.8,0.0,0.0
649,757,mobil,imagenet_food,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,10,10,10,1500000.0,12.7,42.5,0.0,0.0
650,758,mobil,imagenet_food,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,25,25,4,1500000.0,35.8,71.5,0.0,0.0
651,759,mobil,imagenet_food,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,6,11,1500000.0,38.8,71.39999999999999,,
652,760,mobil,imagenet_food,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,10,7,1500000.0,39.8,72.0,,
653,761,mobil,imagenet_food,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,15,5,1500000.0,37.8,71.5,0.0,0.0
654,762,mobil,imagenet_food,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,5,5,20,3000000.0,11.9,39.5,0.0,0.0
655,763,mobil,imagenet_food,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,10,10,10,3000000.0,23.8,58.9,0.0,0.0
656,764,mobil,imagenet_food,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,25,25,4,3000000.0,42.0,75.1,0.0,0.0
657,765,mobil,imagenet_food,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,6,11,3000000.0,44.0,75.4,,
658,766,mobil,imagenet_food,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,10,7,3000000.0,44.4,75.4,,
659,767,mobil,imagenet_food,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,15,5,3000000.0,44.2,75.3,0.0,0.0
660,768,mobil,imagenet_food,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,5,5,20,6000000.0,32.4,66.9,0.0,0.0
661,769,mobil,imagenet_food,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,10,10,10,6000000.0,37.5,72.8,0.0,0.0
662,770,mobil,imagenet_food,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,25,25,4,6000000.0,43.6,75.8,0.0,0.0
663,771,mobil,imagenet_food,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,6,11,6000000.0,48.6,77.8,,
664,772,mobil,imagenet_food,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,10,7,6000000.0,47.7,77.0,,
665,773,mobil,imagenet_food,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,15,5,6000000.0,47.6,76.9,0.0,0.0
666,774,mobil,imagenet_food,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,5,5,20,1500000.0,21.7,55.900000000000006,0.0,0.0
667,775,mobil,imagenet_food,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,10,10,10,1500000.0,34.4,69.0,0.0,0.0
668,776,mobil,imagenet_food,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,25,25,4,1500000.0,38.0,70.0,0.0,0.0
669,777,mobil,imagenet_food,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,6,11,1500000.0,42.1,72.7,,
670,778,mobil,imagenet_food,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,10,7,1500000.0,42.4,72.7,,
671,779,mobil,imagenet_food,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,15,5,1500000.0,42.3,72.8,0.0,0.0
672,780,mobil,imagenet_food,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,5,5,20,3000000.0,29.5,64.2,0.0,0.0
673,781,mobil,imagenet_food,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,10,10,10,3000000.0,36.2,70.0,0.0,0.0
674,782,mobil,imagenet_food,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,25,25,4,3000000.0,41.7,73.6,0.0,0.0
675,783,mobil,imagenet_food,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,6,11,3000000.0,45.4,75.2,,
676,784,mobil,imagenet_food,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,10,7,3000000.0,43.6,73.9,,
677,785,mobil,imagenet_food,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,15,5,3000000.0,43.4,73.6,0.0,0.0
678,786,mobil,imagenet_food,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,5,5,20,6000000.0,32.6,67.5,0.0,0.0
679,787,mobil,imagenet_food,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,10,10,10,6000000.0,38.3,72.1,0.0,0.0
680,788,mobil,imagenet_food,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,25,25,4,6000000.0,41.7,73.5,0.0,0.0
681,789,mobil,imagenet_food,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,6,11,6000000.0,45.1,75.0,,
682,790,mobil,imagenet_food,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,10,7,6000000.0,46.0,75.1,,
683,791,mobil,imagenet_food,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,15,5,6000000.0,45.6,74.7,0.0,0.0
684,792,mobil,imagenet_food,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,5,5,20,1500000.0,10.5,36.3,0.0,0.0
685,793,mobil,imagenet_food,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,10,10,10,1500000.0,29.4,64.8,0.0,0.0
686,794,mobil,imagenet_food,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,25,25,4,1500000.0,40.3,72.7,0.0,0.0
687,795,mobil,imagenet_food,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,6,11,1500000.0,43.7,74.0,,
688,796,mobil,imagenet_food,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,10,7,1500000.0,42.0,72.8,,
689,797,mobil,imagenet_food,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,15,5,1500000.0,40.9,73.0,0.0,0.0
690,798,mobil,imagenet_food,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,5,5,20,3000000.0,26.700000000000003,62.3,0.0,0.0
691,799,mobil,imagenet_food,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,10,10,10,3000000.0,36.8,71.6,0.0,0.0
692,800,mobil,imagenet_food,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,25,25,4,3000000.0,43.7,74.9,0.0,0.0
693,801,mobil,imagenet_food,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,6,11,3000000.0,45.3,75.6,,
694,802,mobil,imagenet_food,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,10,7,3000000.0,45.3,74.8,,
695,803,mobil,imagenet_food,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,15,5,3000000.0,47.4,76.3,0.0,0.0
696,804,mobil,imagenet_food,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,5,5,20,6000000.0,33.900000000000006,69.19999999999999,,
697,805,mobil,imagenet_food,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,10,10,10,6000000.0,38.2,73.0,0.0,0.0
698,806,mobil,imagenet_food,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,25,25,4,6000000.0,42.1,74.9,0.0,0.0
699,807,mobil,imagenet_food,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,6,11,6000000.0,46.2,76.4,,
700,808,mobil,imagenet_food,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,10,7,6000000.0,46.3,76.4,,
701,809,mobil,imagenet_food,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,15,5,6000000.0,46.0,76.6,0.0,0.0
702,810,mobil,imagenet_random_0,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,5,5,20,1500000.0,17.2,46.5,0.0,0.0
703,811,mobil,imagenet_random_0,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,10,10,10,1500000.0,24.1,57.4,0.0,0.0
704,812,mobil,imagenet_random_0,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,25,25,4,1500000.0,50.7,80.4,0.0,0.0
705,813,mobil,imagenet_random_0,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,6,11,1500000.0,59.9,84.89999999999999,0.0,0.0
706,814,mobil,imagenet_random_0,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,10,7,1500000.0,57.2,82.8,0.0,0.0
707,815,mobil,imagenet_random_0,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,15,5,1500000.0,60.6,85.39999999999999,0.0,0.0
708,816,mobil,imagenet_random_0,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,5,5,20,3000000.0,20.3,49.3,0.0,0.0
709,817,mobil,imagenet_random_0,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,10,10,10,3000000.0,33.7,67.5,0.0,0.0
710,818,mobil,imagenet_random_0,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,25,25,4,3000000.0,56.10000000000001,83.39999999999999,0.0,0.0
711,819,mobil,imagenet_random_0,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,6,11,3000000.0,61.4,85.9,0.0,0.0
712,820,mobil,imagenet_random_0,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,10,7,3000000.0,62.0,86.0,0.0,0.0
713,821,mobil,imagenet_random_0,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,15,5,3000000.0,65.2,87.4,0.0,0.0
714,822,mobil,imagenet_random_0,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,5,5,20,6000000.0,42.4,73.0,0.0,0.0
715,823,mobil,imagenet_random_0,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,10,10,10,6000000.0,52.2,80.80000000000001,0.0,0.0
716,824,mobil,imagenet_random_0,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,25,25,4,6000000.0,61.4,85.6,0.0,0.0
717,825,mobil,imagenet_random_0,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,6,11,6000000.0,66.7,87.9,0.0,0.0
718,826,mobil,imagenet_random_0,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,10,7,6000000.0,66.0,87.2,0.0,0.0
719,827,mobil,imagenet_random_0,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,15,5,6000000.0,66.10000000000001,87.7,0.0,0.0
720,828,mobil,imagenet_random_0,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,5,5,20,1500000.0,31.0,63.3,0.0,0.0
721,829,mobil,imagenet_random_0,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,10,10,10,1500000.0,45.2,74.8,0.0,0.0
722,830,mobil,imagenet_random_0,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,25,25,4,1500000.0,57.2,82.89999999999999,0.0,0.0
723,831,mobil,imagenet_random_0,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,6,11,1500000.0,58.2,82.89999999999999,0.0,0.0
724,832,mobil,imagenet_random_0,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,10,7,1500000.0,61.7,84.89999999999999,0.0,0.0
725,833,mobil,imagenet_random_0,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,15,5,1500000.0,59.9,83.7,0.0,0.0
726,834,mobil,imagenet_random_0,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,5,5,20,3000000.0,39.3,70.19999999999999,0.0,0.0
727,835,mobil,imagenet_random_0,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,10,10,10,3000000.0,48.8,77.9,0.0,0.0
728,836,mobil,imagenet_random_0,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,25,25,4,3000000.0,58.5,83.8,0.0,0.0
729,837,mobil,imagenet_random_0,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,6,11,3000000.0,60.6,84.5,0.0,0.0
730,838,mobil,imagenet_random_0,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,10,7,3000000.0,61.5,85.0,0.0,0.0
731,839,mobil,imagenet_random_0,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,15,5,3000000.0,62.1,84.7,0.0,0.0
732,840,mobil,imagenet_random_0,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,5,5,20,6000000.0,43.7,74.9,0.424264068711932,0.565685424949241
733,841,mobil,imagenet_random_0,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,10,10,10,6000000.0,52.25,80.30000000000001,0.3535533905932738,0.8485281374238641
734,842,mobil,imagenet_random_0,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,25,25,4,6000000.0,59.6,84.1,0.0,0.0
735,843,mobil,imagenet_random_0,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,6,11,6000000.0,62.35,85.5,0.0707106781186532,0.282842712474623
736,844,mobil,imagenet_random_0,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,10,7,6000000.0,62.85,85.5,0.0707106781186582,0.4242640687119244
737,845,mobil,imagenet_random_0,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,15,5,6000000.0,64.4,86.6,0.0,0.0
738,846,mobil,imagenet_random_0,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,5,5,20,1500000.0,20.1,48.85,0.9899494936611656,0.2121320343559647
739,847,mobil,imagenet_random_0,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,10,10,10,1500000.0,33.55,65.7,1.6263455967290572,0.282842712474623
740,848,mobil,imagenet_random_0,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,25,25,4,1500000.0,52.3,80.4,,
741,849,mobil,imagenet_random_0,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,6,11,1500000.0,60.75,85.0,0.0707106781186532,0.282842712474623
742,850,mobil,imagenet_random_0,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,10,7,1500000.0,61.6,85.1,0.2828427124746205,0.4242640687119244
743,851,mobil,imagenet_random_0,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,15,5,1500000.0,62.1,85.1,0.7071067811865476,0.565685424949231
744,852,mobil,imagenet_random_0,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,5,5,20,3000000.0,33.05,65.4,0.2121320343559647,0.565685424949241
745,853,mobil,imagenet_random_0,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,10,10,10,3000000.0,46.1,75.9,0.0,0.9899494936611656
746,854,mobil,imagenet_random_0,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,25,25,4,3000000.0,59.1,84.39999999999999,,
747,855,mobil,imagenet_random_0,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,6,11,3000000.0,63.5,86.6,,
748,856,mobil,imagenet_random_0,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,10,7,3000000.0,64.05,86.2,0.0707106781186507,0.4242640687119244
749,857,mobil,imagenet_random_0,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,15,5,3000000.0,64.55,86.25,0.3535533905932738,0.7778174593051983
750,858,mobil,imagenet_random_0,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,5,5,20,6000000.0,43.150000000000006,74.55000000000001,0.0707106781186582,0.4949747468305903
751,859,mobil,imagenet_random_0,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,10,10,10,6000000.0,51.0,80.4,,
752,860,mobil,imagenet_random_0,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,25,25,4,6000000.0,58.4,84.39999999999999,,
753,861,mobil,imagenet_random_0,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,6,11,6000000.0,62.4,86.5,,
754,862,mobil,imagenet_random_0,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,10,7,6000000.0,63.3,86.5,0.0,0.0
755,863,mobil,imagenet_random_0,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,15,5,6000000.0,63.8,86.6,0.0,0.0
